# This file contains the cross section for particles into the FORWARD hemisphere only 
# Normalization: 1.5356E+12 pb 
# pid: 111
# log10(theta) log10(p/GeV) cross-section[pb/bin]
-3.975 3.325 3.8506E+07
-3.975 3.375 3.3949E+07
-3.975 3.425 3.0098E+07
-3.975 3.475 2.6483E+07
-3.975 3.525 2.0353E+07
-3.975 3.575 1.5874E+07
-3.975 3.625 1.2888E+07
-3.975 3.675 9.3516E+06
-3.975 3.725 4.7937E+06
-3.975 3.775 1.5717E+06
-3.975 3.825 0.0000E+00
-3.975 3.875 0.0000E+00
-3.975 3.925 0.0000E+00
-3.975 3.975 0.0000E+00
-3.925 -1.975 0.0000E+00
-3.925 -1.925 0.0000E+00
-3.925 -1.875 0.0000E+00
-3.925 -1.825 0.0000E+00
-3.925 -1.775 0.0000E+00
-3.925 -1.725 0.0000E+00
-3.925 -1.675 0.0000E+00
-3.925 -1.625 0.0000E+00
-3.925 -1.575 0.0000E+00
-3.925 -1.525 0.0000E+00
-3.925 -1.475 0.0000E+00
-3.925 -1.425 0.0000E+00
-3.925 -1.375 0.0000E+00
-3.925 -1.325 0.0000E+00
-3.925 -1.275 0.0000E+00
-3.925 -1.225 0.0000E+00
-3.925 -1.175 0.0000E+00
-3.925 -1.125 0.0000E+00
-3.925 -1.075 0.0000E+00
-3.925 -1.025 0.0000E+00
-3.925 -0.975 0.0000E+00
-3.925 -0.925 0.0000E+00
-3.925 -0.875 0.0000E+00
-3.925 -0.825 0.0000E+00
-3.925 -0.775 0.0000E+00
-3.925 -0.725 0.0000E+00
-3.925 -0.675 0.0000E+00
-3.925 -0.625 0.0000E+00
-3.925 -0.575 0.0000E+00
-3.925 -0.525 0.0000E+00
-3.925 -0.475 0.0000E+00
-3.925 -0.425 0.0000E+00
-3.925 -0.375 0.0000E+00
-3.925 -0.325 0.0000E+00
-3.925 -0.275 0.0000E+00
-3.925 -0.225 0.0000E+00
-3.925 -0.175 0.0000E+00
-3.925 -0.125 0.0000E+00
-3.925 -0.075 0.0000E+00
-3.925 -0.025 0.0000E+00
-3.925 0.025 0.0000E+00
-3.925 0.075 0.0000E+00
-3.925 0.125 0.0000E+00
-3.925 0.175 0.0000E+00
-3.925 0.225 0.0000E+00
-3.925 0.275 0.0000E+00
-3.925 0.325 0.0000E+00
-3.925 0.375 0.0000E+00
-3.925 0.425 0.0000E+00
-3.925 0.475 0.0000E+00
-3.925 0.525 0.0000E+00
-3.925 0.575 7.8585E+04
-3.925 0.625 0.0000E+00
-3.925 0.675 0.0000E+00
-3.925 0.725 7.8585E+04
-3.925 0.775 0.0000E+00
-3.925 0.825 0.0000E+00
-3.925 0.875 0.0000E+00
-3.925 0.925 0.0000E+00
-3.925 0.975 1.5717E+05
-3.925 1.025 0.0000E+00
-3.925 1.075 2.3575E+05
-3.925 1.125 2.3575E+05
-3.925 1.175 7.8585E+04
-3.925 1.225 2.3575E+05
-3.925 1.275 0.0000E+00
-3.925 1.325 3.9292E+05
-3.925 1.375 3.9292E+05
-3.925 1.425 2.3575E+05
-3.925 1.475 7.0726E+05
-3.925 1.525 6.2868E+05
-3.925 1.575 3.9292E+05
-3.925 1.625 1.0216E+06
-3.925 1.675 3.1434E+05
-3.925 1.725 1.8074E+06
-3.925 1.775 2.2790E+06
-3.925 1.825 2.0432E+06
-3.925 1.875 1.7289E+06
-3.925 1.925 2.2004E+06
-3.925 1.975 2.9862E+06
-3.925 2.025 4.1650E+06
-3.925 2.075 5.6581E+06
-3.925 2.125 5.8153E+06
-3.925 2.175 6.0510E+06
-3.925 2.225 6.2082E+06
-3.925 2.275 7.1512E+06
-3.925 2.325 1.0059E+07
-3.925 2.375 1.2731E+07
-3.925 2.425 1.4302E+07
-3.925 2.475 1.8467E+07
-3.925 2.525 1.8703E+07
-3.925 2.575 2.0904E+07
-3.925 2.625 2.5933E+07
-3.925 2.675 2.3968E+07
-3.925 2.725 3.0177E+07
-3.925 2.775 3.2455E+07
-3.925 2.825 3.5520E+07
-3.925 2.875 3.8506E+07
-3.925 2.925 4.2121E+07
-3.925 2.975 4.5893E+07
-3.925 3.025 4.8408E+07
-3.925 3.075 4.4793E+07
-3.925 3.125 4.6679E+07
-3.925 3.175 4.6286E+07
-3.925 3.225 4.8801E+07
-3.925 3.275 4.9666E+07
-3.925 3.325 4.4558E+07
-3.925 3.375 4.0628E+07
-3.925 3.425 3.4499E+07
-3.925 3.475 2.8526E+07
-3.925 3.525 2.5069E+07
-3.925 3.575 1.9646E+07
-3.925 3.625 1.4302E+07
-3.925 3.675 8.8015E+06
-3.925 3.725 4.8722E+06
-3.925 3.775 1.1788E+06
-3.925 3.825 0.0000E+00
-3.925 3.875 0.0000E+00
-3.925 3.925 0.0000E+00
-3.925 3.975 0.0000E+00
-3.875 -1.975 0.0000E+00
-3.875 -1.925 0.0000E+00
-3.875 -1.875 0.0000E+00
-3.875 -1.825 0.0000E+00
-3.875 -1.775 0.0000E+00
-3.875 -1.725 0.0000E+00
-3.875 -1.675 0.0000E+00
-3.875 -1.625 0.0000E+00
-3.875 -1.575 0.0000E+00
-3.875 -1.525 0.0000E+00
-3.875 -1.475 0.0000E+00
-3.875 -1.425 0.0000E+00
-3.875 -1.375 0.0000E+00
-3.875 -1.325 0.0000E+00
-3.875 -1.275 0.0000E+00
-3.875 -1.225 0.0000E+00
-3.875 -1.175 0.0000E+00
-3.875 -1.125 0.0000E+00
-3.875 -1.075 0.0000E+00
-3.875 -1.025 0.0000E+00
-3.875 -0.975 0.0000E+00
-3.875 -0.925 0.0000E+00
-3.875 -0.875 0.0000E+00
-3.875 -0.825 0.0000E+00
-3.875 -0.775 0.0000E+00
-3.875 -0.725 0.0000E+00
-3.875 -0.675 0.0000E+00
-3.875 -0.625 0.0000E+00
-3.875 -0.575 0.0000E+00
-3.875 -0.525 0.0000E+00
-3.875 -0.475 0.0000E+00
-3.875 -0.425 0.0000E+00
-3.875 -0.375 0.0000E+00
-3.875 -0.325 0.0000E+00
-3.875 -0.275 0.0000E+00
-3.875 -0.225 0.0000E+00
-3.875 -0.175 0.0000E+00
-3.875 -0.125 0.0000E+00
-3.875 -0.075 0.0000E+00
-3.875 -0.025 0.0000E+00
-3.875 0.025 0.0000E+00
-3.875 0.075 0.0000E+00
-3.875 0.125 0.0000E+00
-3.875 0.175 0.0000E+00
-3.875 0.225 0.0000E+00
-3.875 0.275 0.0000E+00
-3.875 0.325 0.0000E+00
-3.875 0.375 0.0000E+00
-3.875 0.425 0.0000E+00
-3.875 0.475 0.0000E+00
-3.875 0.525 0.0000E+00
-3.875 0.575 0.0000E+00
-3.875 0.625 0.0000E+00
-3.875 0.675 0.0000E+00
-3.875 0.725 7.8585E+04
-3.875 0.775 0.0000E+00
-3.875 0.825 0.0000E+00
-3.875 0.875 1.5717E+05
-3.875 0.925 1.5717E+05
-3.875 0.975 2.3575E+05
-3.875 1.025 2.3575E+05
-3.875 1.075 3.9292E+05
-3.875 1.125 3.9292E+05
-3.875 1.175 7.8585E+04
-3.875 1.225 3.1434E+05
-3.875 1.275 1.5717E+05
-3.875 1.325 7.0726E+05
-3.875 1.375 3.9292E+05
-3.875 1.425 3.9292E+05
-3.875 1.475 3.9292E+05
-3.875 1.525 1.0216E+06
-3.875 1.575 3.9292E+05
-3.875 1.625 7.0726E+05
-3.875 1.675 9.4302E+05
-3.875 1.725 1.8074E+06
-3.875 1.775 2.2790E+06
-3.875 1.825 2.6719E+06
-3.875 1.875 3.3006E+06
-3.875 1.925 3.9292E+06
-3.875 1.975 3.1434E+06
-3.875 2.025 5.6581E+06
-3.875 2.075 6.6011E+06
-3.875 2.125 6.3654E+06
-3.875 2.175 8.5657E+06
-3.875 2.225 8.4086E+06
-3.875 2.275 1.2966E+07
-3.875 2.325 1.3674E+07
-3.875 2.375 1.5088E+07
-3.875 2.425 1.6267E+07
-3.875 2.475 2.1218E+07
-3.875 2.525 2.0746E+07
-3.875 2.575 2.6719E+07
-3.875 2.625 2.9155E+07
-3.875 2.675 3.4027E+07
-3.875 2.725 3.6228E+07
-3.875 2.775 4.1964E+07
-3.875 2.825 4.1964E+07
-3.875 2.875 4.8880E+07
-3.875 2.925 5.6109E+07
-3.875 2.975 5.7445E+07
-3.875 3.025 6.0510E+07
-3.875 3.075 6.0117E+07
-3.875 3.125 5.8938E+07
-3.875 3.175 5.9017E+07
-3.875 3.225 5.7367E+07
-3.875 3.275 5.5402E+07
-3.875 3.325 5.2180E+07
-3.875 3.375 4.3850E+07
-3.875 3.425 4.2514E+07
-3.875 3.475 3.5913E+07
-3.875 3.525 2.7190E+07
-3.875 3.575 1.8860E+07
-3.875 3.625 1.4538E+07
-3.875 3.675 7.6227E+06
-3.875 3.725 3.7721E+06
-3.875 3.775 7.0726E+05
-3.875 3.825 0.0000E+00
-3.875 3.875 0.0000E+00
-3.875 3.925 0.0000E+00
-3.875 3.975 0.0000E+00
-3.825 -1.975 0.0000E+00
-3.825 -1.925 0.0000E+00
-3.825 -1.875 0.0000E+00
-3.825 -1.825 0.0000E+00
-3.825 -1.775 0.0000E+00
-3.825 -1.725 0.0000E+00
-3.825 -1.675 0.0000E+00
-3.825 -1.625 0.0000E+00
-3.825 -1.575 0.0000E+00
-3.825 -1.525 0.0000E+00
-3.825 -1.475 0.0000E+00
-3.825 -1.425 0.0000E+00
-3.825 -1.375 0.0000E+00
-3.825 -1.325 0.0000E+00
-3.825 -1.275 0.0000E+00
-3.825 -1.225 0.0000E+00
-3.825 -1.175 0.0000E+00
-3.825 -1.125 0.0000E+00
-3.825 -1.075 0.0000E+00
-3.825 -1.025 0.0000E+00
-3.825 -0.975 0.0000E+00
-3.825 -0.925 0.0000E+00
-3.825 -0.875 0.0000E+00
-3.825 -0.825 0.0000E+00
-3.825 -0.775 0.0000E+00
-3.825 -0.725 0.0000E+00
-3.825 -0.675 0.0000E+00
-3.825 -0.625 0.0000E+00
-3.825 -0.575 0.0000E+00
-3.825 -0.525 0.0000E+00
-3.825 -0.475 0.0000E+00
-3.825 -0.425 0.0000E+00
-3.825 -0.375 0.0000E+00
-3.825 -0.325 0.0000E+00
-3.825 -0.275 0.0000E+00
-3.825 -0.225 0.0000E+00
-3.825 -0.175 0.0000E+00
-3.825 -0.125 0.0000E+00
-3.825 -0.075 0.0000E+00
-3.825 -0.025 0.0000E+00
-3.825 0.025 0.0000E+00
-3.825 0.075 0.0000E+00
-3.825 0.125 0.0000E+00
-3.825 0.175 0.0000E+00
-3.825 0.225 0.0000E+00
-3.825 0.275 0.0000E+00
-3.825 0.325 0.0000E+00
-3.825 0.375 7.8585E+04
-3.825 0.425 0.0000E+00
-3.825 0.475 0.0000E+00
-3.825 0.525 0.0000E+00
-3.825 0.575 0.0000E+00
-3.825 0.625 0.0000E+00
-3.825 0.675 0.0000E+00
-3.825 0.725 0.0000E+00
-3.825 0.775 7.8585E+04
-3.825 0.825 7.8585E+04
-3.825 0.875 7.8585E+04
-3.825 0.925 7.8585E+04
-3.825 0.975 1.5717E+05
-3.825 1.025 1.5717E+05
-3.825 1.075 1.5717E+05
-3.825 1.125 1.5717E+05
-3.825 1.175 2.3575E+05
-3.825 1.225 3.1434E+05
-3.825 1.275 2.3575E+05
-3.825 1.325 3.9292E+05
-3.825 1.375 4.7151E+05
-3.825 1.425 3.1434E+05
-3.825 1.475 1.2574E+06
-3.825 1.525 1.4931E+06
-3.825 1.575 9.4302E+05
-3.825 1.625 1.4145E+06
-3.825 1.675 1.9646E+06
-3.825 1.725 1.8860E+06
-3.825 1.775 2.6719E+06
-3.825 1.825 3.8506E+06
-3.825 1.875 3.0648E+06
-3.825 1.925 4.4793E+06
-3.825 1.975 5.2652E+06
-3.825 2.025 5.5009E+06
-3.825 2.075 5.3438E+06
-3.825 2.125 7.6227E+06
-3.825 2.175 1.0059E+07
-3.825 2.225 1.1788E+07
-3.825 2.275 1.4381E+07
-3.825 2.325 1.4381E+07
-3.825 2.375 1.9725E+07
-3.825 2.425 2.4204E+07
-3.825 2.475 2.3811E+07
-3.825 2.525 2.8212E+07
-3.825 2.575 3.0412E+07
-3.825 2.625 3.8035E+07
-3.825 2.675 3.7721E+07
-3.825 2.725 4.6679E+07
-3.825 2.775 4.7858E+07
-3.825 2.825 5.6581E+07
-3.825 2.875 5.8074E+07
-3.825 2.925 6.5147E+07
-3.825 2.975 6.6011E+07
-3.825 3.025 6.7347E+07
-3.825 3.075 6.9783E+07
-3.825 3.125 6.8604E+07
-3.825 3.175 7.1984E+07
-3.825 3.225 6.9626E+07
-3.825 3.275 6.4282E+07
-3.825 3.325 5.9174E+07
-3.825 3.375 5.5402E+07
-3.825 3.425 4.5658E+07
-3.825 3.475 3.7799E+07
-3.825 3.525 2.8841E+07
-3.825 3.575 2.3340E+07
-3.825 3.625 1.6110E+07
-3.825 3.675 8.4086E+06
-3.825 3.725 4.3222E+06
-3.825 3.775 1.6503E+06
-3.825 3.825 7.8585E+04
-3.825 3.875 0.0000E+00
-3.825 3.925 0.0000E+00
-3.825 3.975 0.0000E+00
-3.775 -1.975 0.0000E+00
-3.775 -1.925 0.0000E+00
-3.775 -1.875 0.0000E+00
-3.775 -1.825 0.0000E+00
-3.775 -1.775 0.0000E+00
-3.775 -1.725 0.0000E+00
-3.775 -1.675 0.0000E+00
-3.775 -1.625 0.0000E+00
-3.775 -1.575 0.0000E+00
-3.775 -1.525 0.0000E+00
-3.775 -1.475 0.0000E+00
-3.775 -1.425 0.0000E+00
-3.775 -1.375 0.0000E+00
-3.775 -1.325 0.0000E+00
-3.775 -1.275 0.0000E+00
-3.775 -1.225 0.0000E+00
-3.775 -1.175 0.0000E+00
-3.775 -1.125 0.0000E+00
-3.775 -1.075 0.0000E+00
-3.775 -1.025 0.0000E+00
-3.775 -0.975 0.0000E+00
-3.775 -0.925 0.0000E+00
-3.775 -0.875 0.0000E+00
-3.775 -0.825 0.0000E+00
-3.775 -0.775 0.0000E+00
-3.775 -0.725 0.0000E+00
-3.775 -0.675 0.0000E+00
-3.775 -0.625 0.0000E+00
-3.775 -0.575 0.0000E+00
-3.775 -0.525 0.0000E+00
-3.775 -0.475 0.0000E+00
-3.775 -0.425 0.0000E+00
-3.775 -0.375 0.0000E+00
-3.775 -0.325 0.0000E+00
-3.775 -0.275 0.0000E+00
-3.775 -0.225 0.0000E+00
-3.775 -0.175 0.0000E+00
-3.775 -0.125 0.0000E+00
-3.775 -0.075 0.0000E+00
-3.775 -0.025 0.0000E+00
-3.775 0.025 0.0000E+00
-3.775 0.075 0.0000E+00
-3.775 0.125 0.0000E+00
-3.775 0.175 0.0000E+00
-3.775 0.225 7.8585E+04
-3.775 0.275 0.0000E+00
-3.775 0.325 0.0000E+00
-3.775 0.375 0.0000E+00
-3.775 0.425 0.0000E+00
-3.775 0.475 0.0000E+00
-3.775 0.525 0.0000E+00
-3.775 0.575 0.0000E+00
-3.775 0.625 7.8585E+04
-3.775 0.675 0.0000E+00
-3.775 0.725 7.8585E+04
-3.775 0.775 0.0000E+00
-3.775 0.825 7.8585E+04
-3.775 0.875 1.5717E+05
-3.775 0.925 1.5717E+05
-3.775 0.975 1.5717E+05
-3.775 1.025 2.3575E+05
-3.775 1.075 7.8585E+04
-3.775 1.125 1.5717E+05
-3.775 1.175 2.3575E+05
-3.775 1.225 1.5717E+05
-3.775 1.275 7.8585E+04
-3.775 1.325 4.7151E+05
-3.775 1.375 3.1434E+05
-3.775 1.425 9.4302E+05
-3.775 1.475 6.2868E+05
-3.775 1.525 1.0216E+06
-3.775 1.575 1.5717E+06
-3.775 1.625 2.0432E+06
-3.775 1.675 2.7505E+06
-3.775 1.725 2.2004E+06
-3.775 1.775 3.2220E+06
-3.775 1.825 4.1650E+06
-3.775 1.875 4.6365E+06
-3.775 1.925 5.8153E+06
-3.775 1.975 7.9371E+06
-3.775 2.025 6.4439E+06
-3.775 2.075 9.7445E+06
-3.775 2.125 1.0845E+07
-3.775 2.175 1.3124E+07
-3.775 2.225 1.2416E+07
-3.775 2.275 1.7524E+07
-3.775 2.325 2.0589E+07
-3.775 2.375 2.3968E+07
-3.775 2.425 2.4990E+07
-3.775 2.475 2.9626E+07
-3.775 2.525 3.3870E+07
-3.775 2.575 3.9842E+07
-3.775 2.625 4.6994E+07
-3.775 2.675 4.6758E+07
-3.775 2.725 5.5952E+07
-3.775 2.775 6.0746E+07
-3.775 2.825 7.0333E+07
-3.775 2.875 7.1591E+07
-3.775 2.925 7.6070E+07
-3.775 2.975 8.1335E+07
-3.775 3.025 8.6757E+07
-3.775 3.075 8.6993E+07
-3.775 3.125 8.6915E+07
-3.775 3.175 8.0156E+07
-3.775 3.225 7.7799E+07
-3.775 3.275 7.4498E+07
-3.775 3.325 6.9626E+07
-3.775 3.375 5.9253E+07
-3.775 3.425 4.6444E+07
-3.775 3.475 3.9921E+07
-3.775 3.525 2.9391E+07
-3.775 3.575 2.3340E+07
-3.775 3.625 1.2888E+07
-3.775 3.675 8.0942E+06
-3.775 3.725 4.1650E+06
-3.775 3.775 1.1002E+06
-3.775 3.825 0.0000E+00
-3.775 3.875 0.0000E+00
-3.775 3.925 0.0000E+00
-3.775 3.975 0.0000E+00
-3.725 -1.975 0.0000E+00
-3.725 -1.925 0.0000E+00
-3.725 -1.875 0.0000E+00
-3.725 -1.825 0.0000E+00
-3.725 -1.775 0.0000E+00
-3.725 -1.725 0.0000E+00
-3.725 -1.675 0.0000E+00
-3.725 -1.625 0.0000E+00
-3.725 -1.575 0.0000E+00
-3.725 -1.525 0.0000E+00
-3.725 -1.475 0.0000E+00
-3.725 -1.425 0.0000E+00
-3.725 -1.375 0.0000E+00
-3.725 -1.325 0.0000E+00
-3.725 -1.275 0.0000E+00
-3.725 -1.225 0.0000E+00
-3.725 -1.175 0.0000E+00
-3.725 -1.125 0.0000E+00
-3.725 -1.075 0.0000E+00
-3.725 -1.025 0.0000E+00
-3.725 -0.975 0.0000E+00
-3.725 -0.925 0.0000E+00
-3.725 -0.875 0.0000E+00
-3.725 -0.825 0.0000E+00
-3.725 -0.775 0.0000E+00
-3.725 -0.725 0.0000E+00
-3.725 -0.675 0.0000E+00
-3.725 -0.625 0.0000E+00
-3.725 -0.575 0.0000E+00
-3.725 -0.525 0.0000E+00
-3.725 -0.475 0.0000E+00
-3.725 -0.425 0.0000E+00
-3.725 -0.375 0.0000E+00
-3.725 -0.325 0.0000E+00
-3.725 -0.275 0.0000E+00
-3.725 -0.225 0.0000E+00
-3.725 -0.175 0.0000E+00
-3.725 -0.125 0.0000E+00
-3.725 -0.075 0.0000E+00
-3.725 -0.025 0.0000E+00
-3.725 0.025 0.0000E+00
-3.725 0.075 0.0000E+00
-3.725 0.125 0.0000E+00
-3.725 0.175 7.8585E+04
-3.725 0.225 0.0000E+00
-3.725 0.275 7.8585E+04
-3.725 0.325 0.0000E+00
-3.725 0.375 0.0000E+00
-3.725 0.425 0.0000E+00
-3.725 0.475 0.0000E+00
-3.725 0.525 0.0000E+00
-3.725 0.575 0.0000E+00
-3.725 0.625 0.0000E+00
-3.725 0.675 0.0000E+00
-3.725 0.725 1.5717E+05
-3.725 0.775 0.0000E+00
-3.725 0.825 1.5717E+05
-3.725 0.875 7.8585E+04
-3.725 0.925 7.8585E+04
-3.725 0.975 2.3575E+05
-3.725 1.025 2.3575E+05
-3.725 1.075 2.3575E+05
-3.725 1.125 2.3575E+05
-3.725 1.175 2.3575E+05
-3.725 1.225 4.7151E+05
-3.725 1.275 5.5009E+05
-3.725 1.325 7.0726E+05
-3.725 1.375 6.2868E+05
-3.725 1.425 1.4145E+06
-3.725 1.475 1.3359E+06
-3.725 1.525 1.1002E+06
-3.725 1.575 2.2004E+06
-3.725 1.625 2.0432E+06
-3.725 1.675 2.2790E+06
-3.725 1.725 3.1434E+06
-3.725 1.775 4.7151E+06
-3.725 1.825 4.6365E+06
-3.725 1.875 6.5225E+06
-3.725 1.925 5.8938E+06
-3.725 1.975 9.2730E+06
-3.725 2.025 8.1728E+06
-3.725 2.075 1.0609E+07
-3.725 2.125 1.3359E+07
-3.725 2.175 1.5481E+07
-3.725 2.225 1.8467E+07
-3.725 2.275 2.3261E+07
-3.725 2.325 2.5933E+07
-3.725 2.375 2.9155E+07
-3.725 2.425 3.4027E+07
-3.725 2.475 3.8271E+07
-3.725 2.525 4.2200E+07
-3.725 2.575 4.9744E+07
-3.725 2.625 4.9744E+07
-3.725 2.675 6.1689E+07
-3.725 2.725 6.9233E+07
-3.725 2.775 7.5206E+07
-3.725 2.825 8.3378E+07
-3.725 2.875 8.7150E+07
-3.725 2.925 9.3437E+07
-3.725 2.975 9.3594E+07
-3.725 3.025 1.0114E+08
-3.725 3.075 9.7995E+07
-3.725 3.125 1.0365E+08
-3.725 3.175 9.3594E+07
-3.725 3.225 9.3437E+07
-3.725 3.275 8.4636E+07
-3.725 3.325 7.3084E+07
-3.725 3.375 6.7976E+07
-3.725 3.425 5.2023E+07
-3.725 3.475 4.3222E+07
-3.725 3.525 3.2455E+07
-3.725 3.575 2.0904E+07
-3.725 3.625 1.1945E+07
-3.725 3.675 6.7583E+06
-3.725 3.725 3.6149E+06
-3.725 3.775 1.1002E+06
-3.725 3.825 0.0000E+00
-3.725 3.875 0.0000E+00
-3.725 3.925 0.0000E+00
-3.725 3.975 0.0000E+00
-3.675 -1.975 0.0000E+00
-3.675 -1.925 0.0000E+00
-3.675 -1.875 0.0000E+00
-3.675 -1.825 0.0000E+00
-3.675 -1.775 0.0000E+00
-3.675 -1.725 0.0000E+00
-3.675 -1.675 0.0000E+00
-3.675 -1.625 0.0000E+00
-3.675 -1.575 0.0000E+00
-3.675 -1.525 0.0000E+00
-3.675 -1.475 0.0000E+00
-3.675 -1.425 0.0000E+00
-3.675 -1.375 0.0000E+00
-3.675 -1.325 0.0000E+00
-3.675 -1.275 0.0000E+00
-3.675 -1.225 0.0000E+00
-3.675 -1.175 0.0000E+00
-3.675 -1.125 0.0000E+00
-3.675 -1.075 0.0000E+00
-3.675 -1.025 0.0000E+00
-3.675 -0.975 0.0000E+00
-3.675 -0.925 0.0000E+00
-3.675 -0.875 0.0000E+00
-3.675 -0.825 0.0000E+00
-3.675 -0.775 0.0000E+00
-3.675 -0.725 0.0000E+00
-3.675 -0.675 0.0000E+00
-3.675 -0.625 0.0000E+00
-3.675 -0.575 0.0000E+00
-3.675 -0.525 0.0000E+00
-3.675 -0.475 0.0000E+00
-3.675 -0.425 0.0000E+00
-3.675 -0.375 0.0000E+00
-3.675 -0.325 0.0000E+00
-3.675 -0.275 0.0000E+00
-3.675 -0.225 0.0000E+00
-3.675 -0.175 0.0000E+00
-3.675 -0.125 0.0000E+00
-3.675 -0.075 0.0000E+00
-3.675 -0.025 0.0000E+00
-3.675 0.025 0.0000E+00
-3.675 0.075 0.0000E+00
-3.675 0.125 0.0000E+00
-3.675 0.175 0.0000E+00
-3.675 0.225 0.0000E+00
-3.675 0.275 0.0000E+00
-3.675 0.325 0.0000E+00
-3.675 0.375 0.0000E+00
-3.675 0.425 0.0000E+00
-3.675 0.475 7.8585E+04
-3.675 0.525 0.0000E+00
-3.675 0.575 7.8585E+04
-3.675 0.625 7.8585E+04
-3.675 0.675 0.0000E+00
-3.675 0.725 7.8585E+04
-3.675 0.775 0.0000E+00
-3.675 0.825 1.5717E+05
-3.675 0.875 0.0000E+00
-3.675 0.925 3.1434E+05
-3.675 0.975 7.8585E+04
-3.675 1.025 7.8585E+04
-3.675 1.075 7.0726E+05
-3.675 1.125 4.7151E+05
-3.675 1.175 5.5009E+05
-3.675 1.225 4.7151E+05
-3.675 1.275 7.0726E+05
-3.675 1.325 5.5009E+05
-3.675 1.375 1.1002E+06
-3.675 1.425 1.1788E+06
-3.675 1.475 1.4931E+06
-3.675 1.525 2.0432E+06
-3.675 1.575 2.5933E+06
-3.675 1.625 3.5363E+06
-3.675 1.675 2.6719E+06
-3.675 1.725 4.8722E+06
-3.675 1.775 4.3222E+06
-3.675 1.825 5.8938E+06
-3.675 1.875 7.3870E+06
-3.675 1.925 8.3300E+06
-3.675 1.975 9.3516E+06
-3.675 2.025 1.1709E+07
-3.675 2.075 1.4538E+07
-3.675 2.125 1.7367E+07
-3.675 2.175 1.8546E+07
-3.675 2.225 2.4125E+07
-3.675 2.275 2.7112E+07
-3.675 2.325 3.0727E+07
-3.675 2.375 3.3398E+07
-3.675 2.425 4.0864E+07
-3.675 2.475 5.0923E+07
-3.675 2.525 5.3909E+07
-3.675 2.575 6.3889E+07
-3.675 2.625 6.7504E+07
-3.675 2.675 7.4655E+07
-3.675 2.725 8.4400E+07
-3.675 2.775 9.0058E+07
-3.675 2.825 1.0279E+08
-3.675 2.875 1.0790E+08
-3.675 2.925 1.1332E+08
-3.675 2.975 1.2031E+08
-3.675 3.025 1.2078E+08
-3.675 3.075 1.2267E+08
-3.675 3.125 1.1387E+08
-3.675 3.175 1.1332E+08
-3.675 3.225 1.0515E+08
-3.675 3.275 9.3201E+07
-3.675 3.325 8.2278E+07
-3.675 3.375 6.8133E+07
-3.675 3.425 5.4302E+07
-3.675 3.475 4.1100E+07
-3.675 3.525 3.0569E+07
-3.675 3.575 1.8782E+07
-3.675 3.625 1.3124E+07
-3.675 3.675 6.0510E+06
-3.675 3.725 3.3791E+06
-3.675 3.775 7.8585E+05
-3.675 3.825 0.0000E+00
-3.675 3.875 0.0000E+00
-3.675 3.925 0.0000E+00
-3.675 3.975 0.0000E+00
-3.625 -1.975 0.0000E+00
-3.625 -1.925 0.0000E+00
-3.625 -1.875 0.0000E+00
-3.625 -1.825 0.0000E+00
-3.625 -1.775 0.0000E+00
-3.625 -1.725 0.0000E+00
-3.625 -1.675 0.0000E+00
-3.625 -1.625 0.0000E+00
-3.625 -1.575 0.0000E+00
-3.625 -1.525 0.0000E+00
-3.625 -1.475 0.0000E+00
-3.625 -1.425 0.0000E+00
-3.625 -1.375 0.0000E+00
-3.625 -1.325 0.0000E+00
-3.625 -1.275 0.0000E+00
-3.625 -1.225 0.0000E+00
-3.625 -1.175 0.0000E+00
-3.625 -1.125 0.0000E+00
-3.625 -1.075 0.0000E+00
-3.625 -1.025 0.0000E+00
-3.625 -0.975 0.0000E+00
-3.625 -0.925 0.0000E+00
-3.625 -0.875 0.0000E+00
-3.625 -0.825 0.0000E+00
-3.625 -0.775 0.0000E+00
-3.625 -0.725 0.0000E+00
-3.625 -0.675 0.0000E+00
-3.625 -0.625 0.0000E+00
-3.625 -0.575 0.0000E+00
-3.625 -0.525 0.0000E+00
-3.625 -0.475 0.0000E+00
-3.625 -0.425 0.0000E+00
-3.625 -0.375 0.0000E+00
-3.625 -0.325 0.0000E+00
-3.625 -0.275 0.0000E+00
-3.625 -0.225 0.0000E+00
-3.625 -0.175 0.0000E+00
-3.625 -0.125 0.0000E+00
-3.625 -0.075 0.0000E+00
-3.625 -0.025 0.0000E+00
-3.625 0.025 0.0000E+00
-3.625 0.075 0.0000E+00
-3.625 0.125 0.0000E+00
-3.625 0.175 0.0000E+00
-3.625 0.225 0.0000E+00
-3.625 0.275 0.0000E+00
-3.625 0.325 0.0000E+00
-3.625 0.375 0.0000E+00
-3.625 0.425 0.0000E+00
-3.625 0.475 7.8585E+04
-3.625 0.525 0.0000E+00
-3.625 0.575 0.0000E+00
-3.625 0.625 1.5717E+05
-3.625 0.675 1.5717E+05
-3.625 0.725 2.3575E+05
-3.625 0.775 7.8585E+04
-3.625 0.825 3.1434E+05
-3.625 0.875 1.5717E+05
-3.625 0.925 2.3575E+05
-3.625 0.975 3.1434E+05
-3.625 1.025 3.9292E+05
-3.625 1.075 2.3575E+05
-3.625 1.125 7.0726E+05
-3.625 1.175 7.0726E+05
-3.625 1.225 1.0216E+06
-3.625 1.275 1.1002E+06
-3.625 1.325 1.6503E+06
-3.625 1.375 1.5717E+06
